523,2023/5/19,3,17,19,27,28,32,35,2,34,-,-,8 g,I,4868222
522,2023/5/12,1,10,12,19,22,25,37,2,34,-,-,4 g,H,1595071
521,2023/5/5,21,24,25,27,30,33,36,3,31,1,6 g,-,J,10281272
520,2023/4/28,9,22,25,28,33,34,37,15,16,1,10 g,2 g,B,9105502
519,2023/4/21,1,2,8,14,17,21,34,20,26,-,-,7 g,A,195759
518,2023/4/14,5,8,11,24,30,32,36,4,35,1,10 g,3 g,D,6388055
517,2023/4/7,3,6,10,16,26,29,31,7,24,-,-,8 g,F,4092661
516,2023/3/31,7,12,15,16,18,25,36,9,19,2,10 g,4 g,C,8049217
515,2023/3/24,3,15,17,22,26,27,28,6,8,-,-,18 g,G,4824155
514,2023/3/17,1,5,10,17,20,27,37,3,22,1,10 g,13 g,E,955300
513,2023/3/10,1,4,10,13,15,19,37,16,20,-,-,18 g,I,747175
512,2023/3/3,5,7,17,22,25,26,28,3,23,1,10 g,13 g,A,6318688
511,2023/2/24,1,9,14,24,28,36,37,16,31,-,-,18 g,H,1536604
510,2023/2/17,3,5,9,11,17,33,37,4,22,-,-,13 g,E,3895288
509,2023/2/10,10,14,22,26,27,32,33,20,37,-,-,8 g ,J,9303028
508,2023/2/3,1,5,6,9,16,26,31,25,33,1,10 g,4 g,B,849823
507,2023/1/27,4,19,25,26,30,32,36,1,15,1,10 g,8 g,F,6003692
506,2023/1/20,8,14,19,22,29,31,37,3,21,2,10 g,13 g,D,8623741
505,2023/1/13,9,10,12,15,16,28,36,1,23,-,-,27 g,C,8753610
504,2023/1/6,1,3,4,5,6,29,31,11,14,1,10 g,21 g,G,325063
503,2022/12/30,5,7,8,13,23,26,33,31,37,-,-,25 g,B,6206037
502,2022/12/23,1,2,12,17,21,22,33,4,30,-,-,19 g,I,265988
501,2022/12/16,1,2,4,7,12,14,31,30,33,1,10 g,13 g,A,57332
500,2022/12/9,17,18,24,30,31,32,35,6,36,-,-,18 g,E,10189466
499,2022/12/2,5,9,14,18,27,32,34,6,12,-,-,13 g,H,6515218
498,2022/11/25,6,8,12,20,21,24,29,4,18,-,-,8 g,F,7134721
497,2022/11/18,18,20,24,26,27,30,33,17,19,-,-,4 g,J,10230946
496,2022/11/11,5,8,15,18,25,27,36,10,26,2,4 g,-,D,6424120
495,2022/11/4,2,16,19,20,22,33,36,6,32,-,-,4 g,C,3505278
494,2022/10/28,7,9,12,22,28,29,32,17,19,2,3 g,-,A,7828320
493,2022/10/21,5,13,14,20,21,25,31,9,36,-,-,4 g,B,6758359
492,2022/10/14,7,10,12,15,23,31,37,9,18,1,3 g,-,I,7902838
491,2022/10/7,3,14,17,21,22,32,35,6,30,1,7 g,-,F,4797118
490,2022/9/30,12,14,18,21,23,29,37,7,15,0,-,4 g,E,9699985
489,2022/9/23,3,6,7,15,25,29,31,8,14,1,3 g,-,G,4029500
488,2022/9/16,3,13,16,18,19,20,35,2,11,1,3 g,-,B,4756081
487,2022/9/9,9,10,13,15,26,34,37,22,36,1,5 g,-,H,8765435
486,2022/9/2,8,13,15,23,24,31,35,14,19,2,10 g,1 g,D,8572458
485,2022/8/26,4,6,17,20,22,24,26,8,9,-,-,16 g,G,5268715
484,2022/8/19,1,4,6,9,13,22,31,29,30,2,10 g,10 g,C,647703
483,2022/8/12,2,11,20,23,25,36,37,29,34,1,10 g,24 g,J,3333313
482,2022/8/5,2,5,14,15,17,19,36,8,34,1,10 g,29 g,I,2622502
481,2022/7/29,1,10,13,14,16,25,27,5,21,-,-,30 g,F,1599017
480,2022/7/22,10,13,19,21,26,30,36,22,34,-,-,27 g,F,9262271
479,2022/7/15,8,11,13,18,24,30,31,21,23,1,10 g,20 g,E,8457769
478,2022/7/8,6,8,11,13,16,20,32,12,34,-,-,25 g,A,7113000
477,2022/7/1,2,5,9,19,25,32,37,7,29,-,-,19 g,H,2563190
476,2022/6/24,4,7,9,15,22,24,31,21,37,1,10 g,14 g,B,5323515
475,2022/6/17,1,2,22,24,26,31,37,12,19,-,-,18 g,I,320734
474,2022/6/10,3,17,19,21,24,32,34,27,28,-,-,13 g,E,4866409
473,2022/6/3,6,11,21,24,28,33,37,8,27,-,-,8 g,D,7430494
472,2022/5/27,5,7,8,32,33,34,36,4,6,-,-,3 g,G,6217073
471,2022/5/20,3,5,7,8,11,19,34,17,32,3,2 g,-,C,3840651
470,2022/5/13,2,3,9,16,27,32,36,1,34,-,-,3 g,J,2121652
469,2022/5/6,1,6,8,13,16,30,33,23,28,1,7 g,-,I,1080775
468,2022/4/29,3,12,15,16,25,29,37,26,28,-,-,3 g,G,4706189
467,2022/4/22,7,8,11,13,14,26,30,31,34,1,3 g,-,H,7706413
466,2022/4/15,5,6,8,14,15,25,29,18,33,1,3 g,-,F,6064111
465,2022/4/8,1,4,5,13,27,31,35,15,22,2,6 g,-,B,628085
464,2022/4/1,7,8,13,17,30,32,36,1,10,-,-,7 g,A,7737257
463,2022/3/25,3,7,13,16,19,24,30,6,10,1,10 g,3 g,E,4272691
462,2022/3/18,7,11,24,27,29,34,35,4,18,-,-,8 g,D,8027884
461,2022/3/11,2,13,19,22,32,35,37,14,33,-,-,4 g,G,3426412
460,2022/3/4,5,6,9,23,27,28,30,4,13,2,1 g,-,A,6093891
459,2022/2/25,2,4,7,8,10,20,29,14,33,2,8 g,-,C,2294058
458,2022/2/18,7,11,12,14,19,21,33,6,37,-,-,12g,J,7966517
457,2022/2/11,7,14,19,27,31,35,36,9,33,-,-,8 g,I,8149925
456,2022/2/4,9,15,17,18,22,25,31,33,36,-,-,4 g,F,9016912
455,2022/1/28,1,5,8,15,18,26,36,33,34,1,3 g,-,B,914505
454,2022/1/21,8,17,21,26,27,29,31,1,33,2,1 g,-,H,8691080
453,2022/1/14,2,8,10,21,24,26,35,9,13,1,3 g,-,C,3013039
452,2022/1/7,5,17,20,21,31,34,35,8,27,3,1 g,-,E,6882823
451,2021/12/24,2,15,22,25,28,33,37,10,17,1,8 g,-,I,3492751
450,2021/12/17,2,7,12,15,21,23,30,9,31,-,-,4 g,A,2916074
449,2021/12/10,2,21,26,27,32,33,34,8,9,1,5 g,-,D,3562253
448,2021/12/3,7,21,24,29,32,36,37,22,27,1,10 g,2 g,B,8250297
447,2021/11/26,3,5,8,13,26,30,37,25,28,-,-,7 g,F,3880097
446,2021/11/19,1,7,9,12,15,29,32,11,28,1,10 g,3 g,B,1241514
445,2021/11/12,4,22,25,27,28,30,33,2,3,1,10 g,8 g,D,6017308
444,2021/11/5,11,15,16,17,18,27,29,25,33,-,-,12 g,I,9536843
443,2021/10/29,1,5,8,26,28,32,36,23,24,1,10 g,8 g,G,922420
442,2021/10/22,6,13,14,16,19,30,32,25,36,-,-,12 g,E,7490825
441,2021/10/15,15,21,22,23,27,28,37,8,25,-,-,8 g,B,10112760
440,2021/10/8,5,10,17,18,19,22,32,14,35,-,-,4 g,H,6613300
439,2021/10/1,1,3,6,9,26,29,31,14,18,4,1 g,-,C,412303
438,2021/9/24,4,13,16,21,32,34,37,27,33,2,1 g,-,F,5866646
437,2021/9/17,8,10,14,15,23,25,26,1,11,2,1 g,-,G,8397277
436,2021/9/10,5,6,21,22,26,31,32,18,36,1,3 g,-,A,6187417
435,2021/9/3,3,5,7,11,15,17,25,13,32,1,3 g,-,I,3850466
434,2021/8/27,10,11,12,17,29,34,37,26,30,1,3 g,-,B,9119178
433,2021/8/20,14,17,20,25,32,33,36,10,34,3,9 g,-,E,10004855
432,2021/8/13,5,10,13,24,29,30,35,21,31,-,-,22 g,D,6590308
431,2021/8/6,7,11,12,17,19,20,26,2,3,-,-,17 g,A,7970504
430,2021/7/30,2,12,17,24,28,30,32,3,27,-,-,12 g,H,3377523
429,2021/7/23,6,11,14,27,30,32,35,18,24,-,-,8 g,J,7401761
428,2021/7/16,3,6,16,22,31,34,35,24,32,-,-,4 g,E,4157836
427,2021/7/9,11,13,26,27,31,33,37,9,18,2,3 g,-,J,9502378
426,2021/7/2,1,2,6,8,30,31,33,13,35,1,10 g,3 g,C,130916
425,2021/6/25,2,9,14,20,22,34,35,7,24,-,-,8 g,I,3157723
424,2021/6/18,5,6,12,19,25,30,35,26,33,-,-,4 g,F,6136902
423,2021/6/11,1,7,9,11,29,31,32,2,6,2,8 g,-,A,1240711
422,2021/6/4,1,9,21,23,30,35,36,5,6,-,-,12 g,D,1565646
421,2021/5/28,9,15,18,26,28,32,34,21,36,-,0,8g,G,9024764
420,2021/5/21,4,5,11,13,24,32,34,2,3,-,-,3g,A,5040527
419,2021/5/14,3,11,14,21,26,29,34,22,33,2,1g,-,B,4649961
418,2021/5/7,10,13,17,18,22,28,37,1,20,1,3g,-,H,9252975
417,2021/4/30,4,5,13,18,23,27,32,9,11,2,2g,-,E,5070438
416,2021/4/23,8,9,10,15,16,30,31,29,36,1,4g,-,J,8268550
415,2021/4/16,4,8,12,13,23,32,37,16,35,6,9g,-,J,5484274
414,2021/4/9,3,8,16,21,25,36,37,14,20,1,10g,49g,C,4418447
413,2021/4/2,3,10,16,18,19,34,35,27,36,1,10g,52g,F,4594800
412,2021/3/26,14,20,22,29,31,33,34,15,24,-,-,55g,A,10034837
411,2021/3/19,4,11,12,21,23,27,36,9,14,1,10g,49g,G,5737834
410,2021/3/12,1,2,18,21,26,29,37,9,36,-,-,50g,D,310991
409,2021/3/5,13,15,16,24,30,31,37,12,33,2,10g,45g,I,9853641
408,2021/2/26,16,18,19,21,29,30,35,14,28,-,-,58g,J,10141593
407,2021/2/19,19,21,25,26,28,30,31,9,16,-,-,51g,A,10254407
406,2021/2/12,1,2,5,16,18,21,29,24,25,-,-,45g,H,116174
405,2021/2/5,3,10,16,17,24,32,36,11,29,1,10g,38g,B,4594355
404,2021/1/29,4,8,13,16,25,30,32,9,26,1,10g,42g,F,5499669
403,2021/1/22,2,6,8,12,19,20,29,5,26,-,-,44g,A,2702306
402,2021/1/15,7,9,12,17,20,26,29,4,13,-,-,37g,C,7824214
401,2021/1/8,4,5,9,14,18,30,35,1,33,-,-,31g,E,5009105
400,2020/12/25,4,17,22,28,30,31,35,25,34,-,-,24g,B,5981483
399,2020/12/18,7,15,19,20,21,33,36,4,10,-,-,18g,D,8173544
398,2020/12/11,3,4,10,17,20,22,33,1,6,-,-,13g,G,3721924
397,2020/12/4,4,12,13,15,21,28,37,7,20,-,-,8g,I,5795909
396,2020/11/27,2,3,5,8,16,20,34,26,31,-,-,4g,J,1999452
395,2020/11/20,1,2,5,20,26,29,32,8,9,2,2g,-,H,120678
394,2020/11/13,6,10,22,23,27,32,33,8,19,-,-,4g,E,7365749
393,2020/11/6,7,14,15,22,27,30,31,9,32,1,3g,-,D,8130879
392,2020/10/30,1,4,6,15,20,22,26,18,21,2,6g,-,B,662202
391,2020/10/23,10,23,27,32,33,35,37,24,26,-,-,8g,F,9404177
390,2020/10/16,3,6,19,21,23,26,27,30,34,-,-,4g,A,4168758
389,2020/10/9,1,6,11,13,18,24,27,17,23,3,7g,-,E,1134048
388,2020/10/2,1,6,8,10,18,21,32,13,28,-,-,18g,C,1074112
387,2020/9/25,3,7,13,22,30,32,37,14,15,-,-,13g,G,4278167
386,2020/9/18,9,19,22,32,35,36,37,7,21,-,-,8g,J,9089860
385,2020/9/11,4,12,14,24,29,34,35,5,15,1,10g,4g,I,5811899
384,2020/9/4,3,7,15,18,26,30,31,9,33,-,-,8g,F,4291679
383,2020/8/28,8,11,15,22,26,28,30,10,20,-,-,4g,H,8476555
382,2020/8/21,2,3,5,8,19,22,37,16,28,1,3g,-,E,2000000
381,2020/8/14,4,8,25,26,27,31,32,9,22,1,3g,-,B,5547142
380,2020/8/7,8,14,24,25,32,34,36,13,16,2,9g,-,D,8631949
379,2020/7/31,3,8,15,22,24,29,35,18,26,-,-,13g,A,4412821
378,2020/7/24,1,5,9,10,14,15,29,20,28,-,-,8g,F,923760
377,2020/7/17,6,7,10,17,25,33,36,27,32,-,-,4g,I,6986320
376,2020/7/10,6,11,14,17,23,31,37,10,15,3,4g,-,G,7396794
375,2020/7/3,13,15,18,19,23,27,32,34,35,1,10g,7g,F,9859653
374,2020/6/26,4,5,9,10,18,27,35,15,34,1,10g,12g,C,5000386
373,2020/6/19,2,3,17,18,22,23,31,4,30,-,-,16g,A,2206116
372,2020/6/12,6,8,22,23,32,33,36,9,27,1,10g,11g,E,7186856
371,2020/6/5,1,3,4,8,11,21,25,12,23,2,10g,15g,H,339069
370,2020/5/29,7,10,16,25,26,33,34,24,35,-,-,29g,E,7942644
369,2020/5/22,1,7,9,11,15,31,34,6,33,-,-,22g,I,1239229
368,2020/5/15,7,8,9,13,21,34,35,3,20,-,-,18g,J,7675181
367,2020/5/8,8,14,19,20,29,30,31,7,35,-,-,13g,B,8622714
366,2020/5/1,10,24,25,26,27,33,36,4,23,-,-,10g,D,9404477
365,2020/4/24,1,4,13,14,16,22,35,10,23,-,-,7g,I,787428
364,2020/4/17,3,9,10,14,16,20,27,19,33,-,-,3g,G,4448055
363,2020/4/10,13,15,17,22,26,34,36,3,19,1,3g,-,F,9857717
362,2020/4/3,4,7,8,14,22,24,27,13,26,1,6g,-,C,5301496
361,2020/3/27,5,9,16,20,29,33,35,2,8,1,10g,2g,A,6530083
360,2020/3/20,9,11,13,14,20,22,37,15,17,-,-,7g,H,8829058
359,2020/3/13,4,7,11,17,19,26,35,1,24,1,10g,3g,B,5358151
358,2020/3/6,5,13,14,26,32,33,34,8,11,-,-,8g,E,6761022
357,2020/2/28,5,8,12,13,14,24,30,27,35,-,-,4g,D,6388984
356,2020/2/21,4,16,20,30,33,34,36,19,21,1,3g,-,C,5962929
355,2020/2/14,4,6,9,10,23,27,33,14,31,1,7g,-,H,5170900
354,2020/2/7,1,2,8,10,13,25,31,23,35,-,-,4g,J,186231
353,2020/1/31,11,15,22,23,24,29,33,19,34,1,3g,-,G,9558737
352,2020/1/24,3,4,14,18,26,30,32,28,34,2,8g,-,I,3770572
351,2020/1/17,8,13,17,19,23,25,28,5,16,1,10g,12g,F,8581093
350,2020/1/10,10,19,21,23,24,30,37,2,28,-,-,17g,D,9383202
349,2019/12/27,4,10,11,15,18,22,34,16,32,2,10g,11g,A,5653242
348,2019/12/20,2,5,17,18,19,20,33,1,24,-,-,25g,B,2644424
347,2019/12/13,3,6,11,13,18,20,34,25,35,-,-,19g,E,4102061
346,2019/12/6,11,16,18,23,30,31,35,3,27,1,10g,14g,C,9570727
345,2019/11/29,6,9,10,18,28,31,32,24,35,1,10g,19g,G,7204447
344,2019/11/22,11,19,28,29,31,32,37,12,21,-,-,23g,I,9618882
343,2019/11/15,17,19,22,29,30,31,32,11,16,-,-,18g,E,10196260
342,2019/11/8,3,6,24,28,32,35,36,4,8,-,-,13g,H,4178150
341,2019/11/1,4,11,17,27,29,31,36,19,24,1,10g,8g,J,5777408
340,2019/10/25,6,14,17,26,27,30,36,12,28,1,10g,13g,D,7548974
339,2019/10/18,11,15,18,20,23,25,32,9,37,1,10g,17g,B,9548616
338,2019/10/11,7,9,16,17,23,27,34,15,36,1,10g,22g,F,7857326
337,2019/10/4,5,7,10,12,14,24,35,11,33,1,10g,26g,I,6240610
336,2019/9/27,9,10,13,21,25,31,33,24,37,-,-,29g,B,8770859
335,2019/9/20,9,10,17,18,22,25,35,13,14,-,-,23g,C,8795519
334,2019/9/13,3,7,15,16,30,34,35,8,29,-,-,17g,A,4289722
333,2019/9/6,1,4,10,11,16,24,34,30,32,-,-,12g,G,743133
332,2019/8/30,5,7,10,15,24,27,30,3,33,-,-,7g,E,6247458
331,2019/8/23,5,7,11,12,15,18,20,19,30,-,-,3g,G,6255683
330,2019/8/16,3,4,10,12,17,18,20,19,32,1,6g,-,H,3713580
329,2019/8/9,3,10,19,20,26,28,30,15,25,-,-,3g,I,4608690
328,2019/8/2,3,9,10,14,19,24,30,18,21,1,3g,-,G,4448630
327,2019/7/26,1,3,13,14,16,30,31,2,17,1,3g,-,D,550172
326,2019/7/19,1,2,17,18,24,27,29,12,32,2,5g,-,G,304913
325,2019/7/12,4,14,17,18,21,31,33,6,20,-,-,7g,J,5902518
324,2019/7/5,9,13,16,17,18,19,20,30,36,-,-,3g,B,8950503
323,2019/6/28,11,14,15,21,26,34,36,23,27,1,3g,-,C,9508402
322,2019/6/21,1,10,11,21,26,29,30,14,20,2,3g,-,A,1583982
321,2019/6/14,15,24,27,28,29,34,35,9,25,-,-,4g,F,10122773
320,2019/6/7,5,6,18,22,26,33,34,36,37,1,3g,-,E,6180168
319,2019/5/31,2,6,14,23,28,31,35,19,27,1,3g,-,D,2799920
318,2019/5/24,4,5,10,12,27,34,36,3,14,2,3g,-,E,5023728
317,2019/5/17,7,8,14,15,16,20,29,18,19,-,-,3g,H,7742214
316,2019/5/10,3,9,10,17,30,33,34,6,8,1,3g,-,G,4453497
315,2019/5/3,3,11,18,26,30,33,37,28,31,3,4g,-,I,4673627
314,2019/4/26,3,6,8,19,32,34,35,12,30,-,-,8g,C,4057745
313,2019/4/19,9,13,16,23,28,29,30,1,20,-,-,4g,B,8955367
312,2019/4/12,1,2,4,18,20,29,34,17,30,1,7g,-,J,82709
311,2019/4/5,9,11,18,24,26,27,37,30,33,-,-,4g,C,8868649
310,2019/3/29,17,25,26,28,31,32,37,6,9,3,9g,-,E,10216410
309,2019/3/22,1,7,13,14,16,21,22,18,34,-,-,22g,J,1301193
308,2019/3/15,5,6,11,15,20,32,33,13,25,-,-,17g,A,6119546
307,2019/3/8,5,8,15,24,25,32,35,20,26,3,10g,12g,F,6427315
306,2019/3/1,12,13,15,22,25,33,35,1,31,-,-,35g,D,9652249
305,2019/2/22,6,17,23,24,27,28,31,10,18,1,10g,29g,H,7624258
304,2019/2/15,7,9,10,17,28,33,36,18,23,-,-,33g,A,7797266
303,2019/2/8,4,7,14,17,21,34,37,10,30,-,-,27g,A,5390592
302,2019/2/1,8,16,26,27,28,32,34,4,25,-,-,22g,G,8679659
301,2019/1/25,4,11,12,25,27,30,33,5,19,-,-,16g,E,5739424
300,2019/1/18,4,7,21,31,33,34,35,6,12,1,10g,11g,I,5425257
299,2019/1/11,1,6,10,13,16,26,36,28,30,-,-,16g,B,1118769
298,2019/1/4,1,3,8,11,18,19,22,26,30,-,-,11g,E,468046
297,2018/12/28,2,3,11,16,23,28,36,8,24,-,-,7g,C,2153882
296,2018/12/21,1,8,10,12,18,28,29,25,27,1,10g,3g,H,1378379
295,2018/12/14,4,5,6,8,9,22,32,13,26,-,-,8g,J,4920184
294,2018/12/7,3,4,6,10,14,22,29,28,32,-,-,4g,F,3618943
293,2018/11/30,11,13,15,20,27,29,35,1,7,3,8g,-,J,9474212
292,2018/11/23,12,15,25,26,27,29,35,24,30,-,-,20g,A,9738887
291,2018/11/16,1,11,18,19,21,29,37,5,15,1,10g,15g,A,1702286
290,2018/11/9,3,13,22,26,31,32,37,29,35,-,-,20g,H,4777897
289,2018/11/2,2,7,10,12,16,17,34,23,25,1,10g,14g,D,2882274
288,2018/10/26,1,8,9,16,27,32,37,17,31,2,10g,19g,I,1368377
287,2018/10/19,2,7,10,20,24,29,34,4,8,-,-,32g,G,2893750
286,2018/10/12,4,5,14,17,18,29,37,27,31,-,-,26g,B,5077741
285,2018/10/5,11,15,21,26,30,34,35,4,36,-,-,20g,F,9558321
284,2018/9/28,6,7,10,25,29,30,33,1,31,-,-,15g,A,6990816
283,2018/9/21,13,14,15,17,23,29,31,10,19,-,-,11g,D,9816844
282,2018/9/14,10,17,18,25,29,35,36,7,14,1,10g,7g,G,9356501
281,2018/9/7,1,2,17,19,20,22,26,30,36,1,10g,12g,J,305272
280,2018/8/31,4,9,10,11,24,32,35,2,37,-,-,17g,C,5550706
279,2018/8/24,7,11,15,17,19,23,31,9,37,-,-,12g,E,7997350
278,2018/8/17,6,9,14,21,23,33,36,27,28,-,-,8g,B,7253317
277,2018/8/10,6,7,9,11,21,23,25,1,22,-,-,4g,I,6958229
276,2018/8/3,3,6,12,17,22,34,35,2,33,1,10g,7 k,H,4121140
275,2018/7/27,8,9,15,19,24,25,35,34,37,-,-,7g,E,8328204
274,2018/7/20,9,14,21,23,25,26,37,7,29,-,-,3g,F,9004841
273,2018/7/13,13,15,21,23,26,32,34,5,9,2,1g,-,I,9869208
272,2018/7/6,2,5,8,15,18,26,31,19,25,2,5g,-,C,2537660
271,2018/6/29,1,9,15,16,19,32,35,14,31,-,-,7g,G,1537905
270,2018/6/22,1,2,11,13,15,24,25,26,28,-,-,3g,J,246596
269,2018/6/15,1,9,15,24,31,33,36,2,26,1,5g,-,E,1543976
268,2018/6/8,4,5,9,15,29,31,33,26,27,1,10g,2g,A,5011562
267,2018/6/1,8,13,18,20,23,25,26,6,28,-,-,7g,D,8585647
266,2018/5/25,6,11,15,17,20,27,32,16,22,-,-,3g,B,7403758
